1692
1	0.06
2	0.06
3	0.06
4	0.06
5	0.06
6	0.06
7	0.06
8	0.06
9	0.06
10	0.06
11	0.06
12	0.06
13	0.06
14	0.06
15	0.06
16	0.06
17	0.06
18	0.06
19	0.06
20	0.06
21	0.06
22	0.06
23	0.06
24	0.06
25	0.06
26	0.06
27	0.06
28	0.06
29	0.06
30	0.06
31	0.06
32	0.06
33	0.06
34	0.06
35	0.06
36	0.06
37	0.06
38	0.06
39	0.06
40	0.06
41	0.06
42	0.06
43	0.06
44	0.06
45	0.06
46	0.06
47	0.06
48	0.06
49	0.06
50	0.06
51	0.06
52	0.06
53	0.06
54	0.06
55	0.06
56	0.06
57	0.06
58	0.06
59	0.06
60	0.06
61	0.06
62	0.06
63	0.06
64	0.06
65	0.06
66	0.06
67	0.06
68	0.06
69	0.06
70	0.06
71	0.06
72	0.06
73	0.06
74	0.06
75	0.06
76	0.06
77	0.06
78	0.06
79	0.06
80	0.06
81	0.06
82	0.06
83	0.06
84	0.06
85	0.06
86	0.06
87	0.06
88	0.06
89	0.06
90	0.06
91	0.06
92	0.06
93	0.06
94	0.06
95	0.06
96	0.06
97	0.06
98	0.06
99	0.06
100	0.06
101	0.06
102	0.06
103	0.06
104	0.06
105	0.06
106	0.06
107	0.06
108	0.06
109	0.06
110	0.06
111	0.06
112	0.06
113	0.06
114	0.06
115	0.06
116	0.06
117	0.06
118	0.06
119	0.06
120	0.06
121	0.06
122	0.06
123	0.06
124	0.06
125	0.06
126	0.06
127	0.06
128	0.06
129	0.06
130	0.06
131	0.06
132	0.06
133	0.06
134	0.06
135	0.06
136	0.06
137	0.06
138	0.06
139	0.06
140	0.06
141	0.06
142	0.06
143	0.06
144	0.06
145	0.06
146	0.06
147	0.06
148	0.06
149	0.06
150	0.06
151	0.06
152	0.06
153	0.06
154	0.06
155	0.06
156	0.06
157	0.06
158	0.06
159	0.06
160	0.06
161	0.06
162	0.06
163	0.06
164	0.06
165	0.06
166	0.06
167	0.06
168	0.06
169	0.06
170	0.06
171	0.06
172	0.06
173	0.06
174	0.06
175	0.06
176	0.06
177	0.06
178	0.06
179	0.06
180	0.06
181	0.06
182	0.06
183	0.06
184	0.06
185	0.06
186	0.06
187	0.06
188	0.06
189	0.06
190	0.06
191	0.06
192	0.06
193	0.06
194	0.06
195	0.06
196	0.06
197	0.06
198	0.06
199	0.06
200	0.06
201	0.06
202	0.06
203	0.06
204	0.06
205	0.06
206	0.06
207	0.06
208	0.06
209	0.06
210	0.06
211	0.06
212	0.06
213	0.06
214	0.06
215	0.06
216	0.06
217	0.06
218	0.06
219	0.06
220	0.06
221	0.06
222	0.06
223	0.06
224	0.06
225	0.06
226	0.06
227	0.06
228	0.06
229	0.06
230	0.06
231	0.06
232	0.06
233	0.06
234	0.06
235	0.06
236	0.06
237	0.06
238	0.06
239	0.06
240	0.06
241	0.06
242	0.06
243	0.06
244	0.06
245	0.06
246	0.06
247	0.06
248	0.06
249	0.06
250	0.06
251	0.06
252	0.06
253	0.06
254	0.06
255	0.06
256	0.06
257	0.06
258	0.06
259	0.06
260	0.06
261	0.06
262	0.06
263	0.06
264	0.06
265	0.06
266	0.06
267	0.06
268	0.06
269	0.06
270	0.06
271	0.06
272	0.06
273	0.06
274	0.06
275	0.06
276	0.06
277	0.06
278	0.06
279	0.06
280	0.06
281	0.06
282	0.06
283	0.06
284	0.06
285	0.06
286	0.06
287	0.06
288	0.06
289	0.06
290	0.06
291	0.06
292	0.06
293	0.06
294	0.06
295	0.06
296	0.06
297	0.06
298	0.06
299	0.06
300	0.06
301	0.06
302	0.06
303	0.06
304	0.06
305	0.06
306	0.06
307	0.06
308	0.06
309	0.06
310	0.06
311	0.06
312	0.06
313	0.06
314	0.06
315	0.06
316	0.06
317	0.06
318	0.06
319	0.06
320	0.06
321	0.06
322	0.06
323	0.06
324	0.06
325	0.06
326	0.06
327	0.06
328	0.06
329	0.06
330	0.06
331	0.06
332	0.06
333	0.06
334	0.06
335	0.06
336	0.06
337	0.06
338	0.06
339	0.06
340	0.06
341	0.06
342	0.06
343	0.06
344	0.06
345	0.06
346	0.06
347	0.06
348	0.06
349	0.06
350	0.06
351	0.06
352	0.06
353	0.06
354	0.06
355	0.06
356	0.06
357	0.06
358	0.06
359	0.06
360	0.06
361	0.06
362	0.06
363	0.06
364	0.06
365	0.06
366	0.06
367	0.06
368	0.06
369	0.06
370	0.06
371	0.06
372	0.06
373	0.06
374	0.06
375	0.06
376	0.06
377	0.06
378	0.06
379	0.06
380	0.06
381	0.06
382	0.06
383	0.06
384	0.06
385	0.06
386	0.06
387	0.06
388	0.06
389	0.06
390	0.06
391	0.06
392	0.06
393	0.06
394	0.06
395	0.06
396	0.06
397	0.06
398	0.06
399	0.06
400	0.06
401	0.06
402	0.06
403	0.06
404	0.06
405	0.06
406	0.06
407	0.06
408	0.06
409	0.06
410	0.06
411	0.06
412	0.06
413	0.06
414	0.06
415	0.06
416	0.06
417	0.06
418	0.06
419	0.06
420	0.06
421	0.06
422	0.06
423	0.06
424	0.06
425	0.06
426	0.06
427	0.06
428	0.06
429	0.06
430	0.06
431	0.06
432	0.06
433	0.06
434	0.06
435	0.06
436	0.06
437	0.06
438	0.06
439	0.06
440	0.06
441	0.06
442	0.06
443	0.06
444	0.06
445	0.06
446	0.06
447	0.06
448	0.06
449	0.06
450	0.06
451	0.06
452	0.06
453	0.06
454	0.06
455	0.06
456	0.06
457	0.06
458	0.06
459	0.06
460	0.06
461	0.06
462	0.06
463	0.06
464	0.06
465	0.06
466	0.06
467	0.06
468	0.06
469	0.06
470	0.06
471	0.06
472	0.06
473	0.06
474	0.06
475	0.06
476	0.06
477	0.06
478	0.06
479	0.06
480	0.06
481	0.06
482	0.06
483	0.06
484	0.06
485	0.06
486	0.06
487	0.06
488	0.06
489	0.06
490	0.06
491	0.06
492	0.06
493	0.06
494	0.06
495	0.06
496	0.06
497	0.06
498	0.06
499	0.06
500	0.06
501	0.06
502	0.06
503	0.06
504	0.06
505	0.06
506	0.06
507	0.06
508	0.06
509	0.06
510	0.06
511	0.06
512	0.06
513	0.06
514	0.06
515	0.06
516	0.06
517	0.06
518	0.06
519	0.06
520	0.06
521	0.06
522	0.06
523	0.06
524	0.06
525	0.06
526	0.06
527	0.06
528	0.06
529	0.06
530	0.06
531	0.06
532	0.06
533	0.06
534	0.06
535	0.06
536	0.06
537	0.06
538	0.06
539	0.06
540	0.06
541	0.06
542	0.06
543	0.06
544	0.06
545	0.06
546	0.06
547	0.06
548	0.06
549	0.06
550	0.06
551	0.06
552	0.06
553	0.06
554	0.06
555	0.06
556	0.06
557	0.06
558	0.06
559	0.06
560	0.06
561	0.06
562	0.06
563	0.06
564	0.06
565	0.06
566	0.06
567	0.06
568	0.06
569	0.06
570	0.06
571	0.06
572	0.06
573	0.06
574	0.06
575	0.06
576	0.06
577	0.06
578	0.06
579	0.06
580	0.06
581	0.06
582	0.06
583	0.06
584	0.06
585	0.06
586	0.06
587	0.06
588	0.06
589	0.06
590	0.06
591	0.06
592	0.06
593	0.06
594	0.06
595	0.06
596	0.06
597	0.06
598	0.06
599	0.06
600	0.06
601	0.06
602	0.06
603	0.06
604	0.06
605	0.06
606	0.06
607	0.06
608	0.06
609	0.06
610	0.06
611	0.06
612	0.06
613	0.06
614	0.06
615	0.06
616	0.06
617	0.06
618	0.06
619	0.06
620	0.06
621	0.06
622	0.06
623	0.06
624	0.06
625	0.06
626	0.06
627	0.06
628	0.06
629	0.06
630	0.06
631	0.06
632	0.06
633	0.06
634	0.06
635	0.06
636	0.06
637	0.06
638	0.06
639	0.06
640	0.06
641	0.06
642	0.06
643	0.06
644	0.06
645	0.06
646	0.06
647	0.06
648	0.06
649	0.06
650	0.06
651	0.06
652	0.06
653	0.06
654	0.06
655	0.06
656	0.06
657	0.06
658	0.06
659	0.06
660	0.06
661	0.06
662	0.06
663	0.06
664	0.06
665	0.06
666	0.06
667	0.06
668	0.06
669	0.06
670	0.06
671	0.06
672	0.06
673	0.06
674	0.06
675	0.06
676	0.06
677	0.06
678	0.06
679	0.06
680	0.06
681	0.06
682	0.06
683	0.06
